000000000,0
000000006,0
000000012,0
000000018,0
000000024,0
000000030,0
000000036,0
000000042,0
000000048,0
000000054,0
000000060,0
000000066,0
000000072,0
000000078,0
000000084,0
000000090,0
000000096,0
000000102,0
000000108,0
000000114,0
000000120,0
000000126,0
000000132,0
000000138,0
000000144,0
000000150,0
000000156,0
000000162,0
000000168,0
000000174,0
000000180,0
000000186,0
000000192,0
000000198,0
000000204,0
000000210,0
000000216,0
000000222,0
000000228,0
000000234,0
000000240,0
000000246,0
000000252,0
000000258,0
000000264,0
000000270,0
000000276,0
000000282,0
000000288,0
000000294,0
000000300,0
000000306,0
000000312,0
000000318,0
000000324,0
000000330,0
000000336,0
000000342,0
000000348,0
000000354,0
000000360,0
000000366,0
000000372,0
000000378,0
000000384,0
000000390,0
000000396,0
000000402,0
000000408,0
000000414,0
000000420,0
000000426,0
000000432,0
000000438,0
000000444,0
000000450,0
000000456,1
000000462,1
000000468,1
000000474,1
000000480,1
000000486,1
000000492,1
000000498,1
000000504,1
000000510,1
000000516,1
000000522,1
000000528,1
000000534,1
000000540,1
000000546,1
000000552,1
000000558,1
000000564,1
000000570,1
000000576,1
000000582,1
000000588,2
000000594,2
000000600,2
000000606,2
000000612,2
000000618,2
000000624,2
000000630,2
000000636,2
000000642,2
000000648,2
000000654,2
000000660,2
000000666,2
000000672,2
000000678,2
000000684,2
000000690,2
000000696,2
000000702,2
000000708,2
000000714,2
000000720,2
000000726,2
000000732,2
000000738,2
000000744,2
000000750,2
000000756,2
000000762,2
000000768,2
000000774,2
000000780,2
000000786,2
000000792,2
000000798,2
000000804,2
000000810,2
000000816,2
000000822,2
000000828,2
000000834,2
000000840,2
000000846,2
000000852,2
000000858,2
000000864,2
000000870,2
000000876,2
000000882,2
000000888,2
000000894,2
000000900,2
000000906,2
000000912,2
000000918,2
000000924,2
000000930,2
000000936,2
000000942,2
000000948,2
000000954,2
000000960,2
000000966,2
000000972,2
000000978,2
000000984,2
000000990,2
000000996,2
000001002,2
000001008,2
000001014,2
000001020,2
000001026,2
000001032,2
000001038,2
000001044,2
000001050,2
000001056,2
000001062,2
000001068,2
000001074,2
000001080,2
000001086,2
000001092,2
000001098,2
000001104,2
000001110,2
000001116,2
000001122,2
000001128,2
000001134,2
000001140,2
000001146,2
000001152,2
000001158,2
000001164,2
000001170,2
000001176,3
000001182,3
000001188,3
000001194,3
000001200,3
000001206,3
000001212,3
000001218,3
000001224,3
000001230,3
000001236,3
000001242,3
000001248,3
000001254,3
000001260,3
000001266,3
000001272,3
000001278,3
000001284,3
000001290,3
000001296,3
000001302,3
000001308,3
000001314,3
000001320,3
000001326,3
000001332,3
000001338,3
000001344,3
000001350,3
000001356,3
000001362,3
000001368,3
000001374,3
000001380,3
000001386,3
000001392,3
000001398,3
000001404,3
000001410,3
000001416,3
000001422,3
000001428,3
000001434,3
000001440,3
000001446,3
000001452,4
000001458,4
000001464,4
000001470,4
000001476,4
000001482,4
000001488,4
000001494,4
000001500,4
000001506,2
000001512,2
