00000,01662,0
01663,01974,1
01975,02043,2
02044,03472,0
03473,04208,2
04209,04242,3
04243,04335,2
04336,04668,3
04669,04733,2
04734,06785,3
06786,08002,0
08003,08445,3
08446,09440,4
09441,09792,5
09793,09972,0
09973,10733,5
10734,11716,1
11717,12444,2
12445,12887,3
12888,13584,4
13585,13862,2
13863,14361,3
14362,14881,4
14882,15328,2
15329,16871,3
16872,17313,4
17314,17822,2
17823,18168,3
18169,18577,4
18578,18943,2
18944,19043,0
19044,19195,2
19196,19812,3
19813,20455,4
20456,21089,2
21090,21563,3
21564,22024,4
22025,22347,0
22348,22755,2
22756,22863,3
22864,23153,2
23154,23866,3
23867,24345,4
24346,24658,2
24659,24967,3
24968,25381,4
25382,25846,2
25847,26871,3
26872,27303,4
27304,27851,2
27852,28863,3
28864,29027,0
29028,29870,3
29871,30100,4
30101,30427,0
30428,30466,4
30467,30732,0
30733,31523,4
31524,31749,0
31750,32687,1
32688,32785,2
32786,33339,3
33340,33508,4
33509,33679,2
33680,34839,3
34840,34866,4
34867,35249,0
35250,35289,4
35290,35593,0
35594,36683,4
36684,37005,6
37006,37131,7
37132,37415,1
37416,37772,7
37773,37928,0
